County,RPL_THEME1,RPL_THEME2,RPL_THEME3,RPL_THEME4,RPL_THEMES
Centre County,0.3576,0.0025,0.4496,0.9803,0.3344
Chester County,0.0655,0.1238,0.5679,0.3102,0.1244
Clarion County,0.4263,0.0958,0.0579,0.6475,0.315
Clearfield County,0.4356,0.4983,0.1928,0.7292,0.5017
Clinton County,0.6602,0.2717,0.0821,0.7407,0.5409
Columbia County,0.3831,0.0312,0.2265,0.6732,0.2813
Crawford County,0.5402,0.6335,0.1152,0.7556,0.5842
Cumberland County,0.1231,0.1476,0.4725,0.5282,0.2068
Dauphin County,0.3478,0.6297,0.7474,0.6316,0.5476
Delaware County,0.3853,0.4515,0.7299,0.7579,0.5654
Elk County,0.1569,0.1661,0.0299,0.1419,0.0824
Erie County,0.4607,0.6764,0.4814,0.7792,0.6242
Fayette County,0.5224,0.3968,0.2879,0.6802,0.5224
Forest County,0.4827,0.2065,0.6828,0.6551,0.5072
Franklin County,0.3217,0.5632,0.4018,0.2389,0.3194
Fulton County,0.175,0.2679,0.0881,0.1524,0.1184
Greene County,0.2832,0.2507,0.2234,0.6831,0.342
Huntingdon County,0.3131,0.1518,0.3016,0.7054,0.3481
Indiana County,0.5154,0.0875,0.1861,0.8228,0.4528
Jefferson County,0.4305,0.349,0.014,0.5663,0.3745
Juniata County,0.4337,0.3376,0.1654,0.8015,0.4846
Lackawanna County,0.3875,0.7588,0.4973,0.6144,0.5558
Lancaster County,0.4575,0.3513,0.525,0.7493,0.5399
Lawrence County,0.4916,0.6631,0.2692,0.517,0.5151
Lebanon County,0.517,0.665,0.5317,0.6592,0.6176
Lehigh County,0.5759,0.7149,0.7735,0.7534,0.734
Luzerne County,0.5727,0.8253,0.5727,0.643,0.6942
Lycoming County,0.4432,0.3933,0.328,0.7439,0.5091
McKean County,0.279,0.3592,0.1696,0.5628,0.3188
Mercer County,0.378,0.5845,0.3248,0.7582,0.5278
Mifflin County,0.7521,0.4063,0.0757,0.6631,0.5934
Monroe County,0.5565,0.2816,0.7598,0.1849,0.4136
Montgomery County,0.1012,0.2224,0.6233,0.454,0.2119
Montour County,0.1425,0.4747,0.2879,0.8352,0.3818
Northampton County,0.2666,0.3411,0.6211,0.5959,0.4038
Northumberland County,0.336,0.4426,0.2628,0.6452,0.4206
Perry County,0.2838,0.1502,0.0881,0.2644,0.1737
Philadelphia County,0.909,0.8361,0.9465,0.915,0.9465
Pike County,0.4429,0.3509,0.5558,0.0439,0.2405
Potter County,0.3974,0.5374,0.0407,0.5409,0.405
Schuylkill County,0.4228,0.6411,0.335,0.539,0.4928
Snyder County,0.3563,0.1177,0.0627,0.6071,0.2819
Somerset County,0.349,0.2571,0.1094,0.6726,0.3618
Sullivan County,0.2806,0.2666,0.1339,0.3977,0.2444
Susquehanna County,0.4003,0.1989,0.0407,0.1371,0.1814
Tioga County,0.3767,0.2367,0.0264,0.5196,0.2975
Union County,0.4693,0.0697,0.4165,0.8167,0.4531
Venango County,0.3751,0.5126,0.0627,0.4718,0.3656
Warren County,0.1314,0.3563,0.0627,0.3217,0.153
Washington County,0.1123,0.1263,0.265,0.5227,0.1648
Wayne County,0.4839,0.1992,0.3166,0.5119,0.3952
Westmoreland County,0.0996,0.1088,0.1861,0.3748,0.1091
Wyoming County,0.1304,0.1082,0.0821,0.2345,0.0872
York County,0.2638,0.5024,0.5094,0.3605,0.3379
Bristol County,0.1152,0.085,0.2914,0.426,0.1327
Kent County,0.2402,0.1791,0.4165,0.2918,0.2116
Newport County,0.2183,0.1928,0.4496,0.5396,0.2787
Providence County,0.679,0.594,0.7983,0.9208,0.8097
Washington County,0.1642,0.1171,0.2879,0.2584,0.1324
Abbeville County,0.6157,0.1973,0.6872,0.734,0.5988
Aiken County,0.5947,0.6357,0.7226,0.5151,0.6322
Allendale County,0.9882,0.8097,0.9793,0.994,0.9955
Anderson County,0.6166,0.4916,0.5854,0.6542,0.6303
Bamberg County,0.9866,0.8046,0.937,0.7455,0.958
Barnwell County,0.9243,0.8664,0.8721,0.9443,0.9612
Beaufort County,0.2695,0.5549,0.6923,0.5908,0.469
Berkeley County,0.4082,0.5794,0.7591,0.5523,0.5447
Calhoun County,0.7633,0.5212,0.8365,0.5574,0.7273
Charleston County,0.4222,0.1101,0.7213,0.6172,0.4343
Cherokee County,0.7967,0.6096,0.6548,0.7241,0.7798
Chester County,0.8062,0.3837,0.8008,0.5253,0.7047
Chesterfield County,0.9001,0.9338,0.7894,0.8874,0.9462
Clarendon County,0.9472,0.6519,0.8785,0.993,0.9691
Colleton County,0.9564,0.8597,0.8129,0.9389,0.966
Darlington County,0.8746,0.7496,0.8466,0.8527,0.8921
Dillon County,0.9831,0.9157,0.8915,0.8435,0.9745
Dorchester County,0.6071,0.6589,0.756,0.4543,0.6306
Edgefield County,0.7451,0.7066,0.8116,0.9065,0.8476
Fairfield County,0.8676,0.7311,0.9243,0.8276,0.8893
Florence County,0.7305,0.5288,0.8686,0.923,0.8256
Georgetown County,0.5927,0.349,0.7178,0.42,0.5301
Greenville County,0.4766,0.5533,0.7028,0.7362,0.6246
Greenwood County,0.7929,0.7471,0.7951,0.8174,0.8466
Hampton County,0.959,0.923,0.9214,0.7922,0.9621
Horry County,0.7378,0.7254,0.5778,0.4938,0.7022
Jasper County,0.8505,0.6475,0.8912,0.8988,0.8829
Kershaw County,0.5606,0.6535,0.6971,0.1495,0.4782
Lancaster County,0.3586,0.6634,0.6764,0.3433,0.4575
Laurens County,0.8874,0.8454,0.7038,0.8161,0.8947
Lee County,0.9796,0.3563,0.9488,0.9975,0.9704
Lexington County,0.3796,0.5568,0.6347,0.4893,0.4855
McCormick County,0.5536,0.4158,0.8549,0.6023,0.6087
Marion County,0.9077,0.6701,0.9294,0.7346,0.8753
Marlboro County,0.9717,0.4184,0.9259,0.9605,0.9405
Newberry County,0.6013,0.9125,0.7821,0.7471,0.8027
Oconee County,0.7528,0.8492,0.4588,0.4063,0.6968
Orangeburg County,0.9535,0.6958,0.9478,0.9236,0.9516
Pickens County,0.6653,0.0369,0.4356,0.9316,0.5717
Richland County,0.7486,0.3888,0.9154,0.8622,0.7922
Saluda County,0.7187,0.8985,0.7989,0.6736,0.8228
Spartanburg County,0.6456,0.7929,0.706,0.6704,0.7486
Sumter County,0.8632,0.6274,0.896,0.8638,0.8762
Union County,0.9166,0.811,0.7321,0.8813,0.9173
Williamsburg County,0.901,0.8282,0.9548,0.9749,0.9634
York County,0.2749,0.3217,0.6872,0.3958,0.3436
Aurora County,0.0649,0.5921,0.3322,0.0754,0.104
Beadle County,0.3977,0.8021,0.6332,0.931,0.7289
Bennett County,0.9427,0.3754,0.937,0.531,0.811
Bon Homme County,0.3124,0.0535,0.3977,0.3023,0.1899
Brookings County,0.1871,0.006,0.335,0.7401,0.154
Brown County,0.1549,0.2628,0.42,0.5905,0.2669
Brule County,0.3866,0.2294,0.5081,0.5094,0.3872
Buffalo County,0.9975,0.7728,0.9831,0.9399,0.9892
Butte County,0.7337,0.1444,0.3503,0.6268,0.5431
Campbell County,0.1269,0.2972,0.0627,0.1247,0.0878
Charles Mix County,0.8091,0.175,0.756,0.6468,0.6777
Clark County,0.4372,0.6707,0.1985,0.2151,0.3659
Clay County,0.6907,0.0194,0.3977,0.9962,0.6367
Codington County,0.1861,0.0945,0.2628,0.6993,0.2415
Corson County,0.8845,0.2832,0.9656,0.4709,0.7324
Custer County,0.315,0.1212,0.3248,0.5679,0.2937
Davison County,0.3143,0.2409,0.2959,0.6977,0.3742
Day County,0.2249,0.111,0.4222,0.1317,0.1282
Deuel County,0.0579,0.2151,0.1276,0.0191,0.0213
Dewey County,0.8915,0.2517,0.9825,0.8199,0.8263
Douglas County,0.2873,0.4248,0.1225,0.5161,0.3166
Edmunds County,0.0525,0.2167,0.0544,0.0385,0.0258
Fall River County,0.6433,0.5192,0.4518,0.6545,0.6277
Faulk County,0.1801,0.5396,0.0264,0.7926,0.3627
Grant County,0.146,0.3226,0.1985,0.5393,0.231
Gregory County,0.1906,0.1957,0.3824,0.2682,0.1817
Haakon County,0.1104,0.2695,0.2733,0.6618,0.2389
Hamlin County,0.1114,0.4174,0.2109,0.1845,0.1336
Hand County,0.013,0.1591,0.1753,0.2526,0.048
Hanson County,0.0051,0.0178,0.1339,0.0003,0.0003
Harding County,0.0035,0.0054,0.4314,0.4865,0.0264
Hughes County,0.0535,0.0923,0.5161,0.9793,0.3013
Hutchinson County,0.0512,0.4489,0.2294,0.2409,0.1209
Hyde County,0.0391,0.0267,0.2959,0.0611,0.0153
Jackson County,0.9822,0.3923,0.9494,0.999,0.9771
Jerauld County,0.0474,0.2078,0.3535,0.7175,0.1976
Jones County,0.1317,0.4117,0.5542,0.2335,0.2036
Kingsbury County,0.0751,0.1518,0.119,0.4241,0.1114
Lake County,0.056,0.1336,0.1985,0.3474,0.09
Lawrence County,0.3172,0.1693,0.3086,0.6653,0.3449
Lincoln County,0.008,0.3414,0.2536,0.0506,0.0309
Lyman County,0.6437,0.9052,0.8482,0.9065,0.867
McCook County,0.0834,0.1378,0.1696,0.0445,0.0366
McPherson County,0.2488,0.3643,0.0455,0.1998,0.1788
Marshall County,0.0395,0.4162,0.4948,0.1871,0.1193
Meade County,0.2698,0.0315,0.4057,0.3684,0.1744
Mellette County,0.9265,0.2962,0.952,0.8419,0.8552
Miner County,0.1925,0.5558,0.1094,0.2631,0.2154
Minnehaha County,0.1753,0.4594,0.525,0.6583,0.3748
Moody County,0.0671,0.5221,0.6029,0.4362,0.2431
Oglala Lakota County,0.9987,0.2494,0.9981,0.9332,0.9545
Pennington County,0.3917,0.4349,0.5488,0.8053,0.5539
Perkins County,0.2211,0.4938,0.0379,0.7003,0.3417
Potter County,0.0356,0.0633,0.2164,0.1184,0.0296
Roberts County,0.6481,0.5345,0.8291,0.5695,0.6694
Sanborn County,0.1457,0.2768,0.1339,0.3662,0.167
Spink County,0.1155,0.336,0.1861,0.2587,0.1381
Stanley County,0.0108,0.0579,0.3217,0.3213,0.0452
Sully County,0.0312,0.2234,0.2062,0.042,0.027
Todd County,0.9605,0.3026,0.9971,0.9914,0.9475
Tripp County,0.6997,0.4753,0.5352,0.5472,0.6236
Turner County,0.0853,0.4693,0.0579,0.078,0.0725
Union County,0.0455,0.3726,0.314,0.076,0.0627
Walworth County,0.4088,0.378,0.5444,0.672,0.5024
Yankton County,0.062,0.1903,0.3563,0.7019,0.2014
Ziebach County,0.9351,0.1527,0.9745,0.971,0.8842
Anderson County,0.6083,0.7397,0.3649,0.5972,0.6363
Bedford County,0.7429,0.8692,0.6045,0.4003,0.7261
Benton County,0.7156,0.5081,0.2323,0.1696,0.4508
Bledsoe County,0.8823,0.1849,0.3723,0.755,0.6997
Blount County,0.293,0.168,0.2914,0.342,0.2313
Bradley County,0.6898,0.7108,0.4556,0.5647,0.6726
Campbell County,0.896,0.4629,0.021,0.7213,0.7143
Cannon County,0.4795,0.3417,0.1572,0.1664,0.2739
Carroll County,0.58,0.5584,0.4537,0.475,0.5457
Carter County,0.8301,0.5838,0.1572,0.553,0.6666
Cheatham County,0.272,0.2749,0.2816,0.1947,0.1995
Chester County,0.6968,0.1387,0.4378,0.3665,0.4553
Claiborne County,0.8269,0.2415,0.0627,0.5641,0.5619
Clay County,0.6599,0.9472,0.1037,0.4617,0.6605
Cocke County,0.9287,0.8807,0.182,0.2759,0.7369
Coffee County,0.6354,0.9243,0.3847,0.3382,0.6411
Crockett County,0.6045,0.9733,0.6424,0.349,0.7203
Cumberland County,0.595,0.2918,0.1094,0.245,0.3506
Davidson County,0.7054,0.2794,0.825,0.8027,0.7171
Decatur County,0.762,0.1289,0.2485,0.3548,0.4496
DeKalb County,0.8988,0.6204,0.3802,0.7388,0.8018
Dickson County,0.3143,0.3233,0.3484,0.1801,0.2316
Dyer County,0.7063,0.8832,0.552,0.2129,0.6335
Fayette County,0.3388,0.5294,0.7066,0.2097,0.3668
Fentress County,0.7203,0.5107,0.0407,0.1998,0.4413
Franklin County,0.4407,0.5409,0.363,0.3672,0.4219
Gibson County,0.7286,0.8848,0.5927,0.6233,0.7833
Giles County,0.4897,0.4235,0.4779,0.4022,0.4524
Grainger County,0.8295,0.5727,0.1508,0.4136,0.6128
Greene County,0.6468,0.6882,0.2109,0.6064,0.615
Grundy County,0.8247,0.427,0.0579,0.2743,0.5192
Hamblen County,0.8851,0.9698,0.5237,0.5116,0.8591
Hamilton County,0.4769,0.553,0.6634,0.5822,0.5635
Hancock County,0.9621,0.6424,0.015,0.8492,0.8419
Hardeman County,0.9695,0.6303,0.8447,0.6837,0.8871
Hardin County,0.6799,0.5562,0.2536,0.2892,0.503
Hawkins County,0.7458,0.5978,0.0932,0.4178,0.5555
Haywood County,0.9815,0.8536,0.9001,0.3764,0.8883
Henderson County,0.6958,0.7022,0.3917,0.4633,0.6274
Henry County,0.6284,0.7009,0.3939,0.5205,0.6118
Hickman County,0.5253,0.1845,0.3016,0.5278,0.4181
Houston County,0.5676,0.3974,0.2485,0.2313,0.3847
Humphreys County,0.7569,0.1619,0.2733,0.1457,0.3735
Jackson County,0.7614,0.699,0.1339,0.7105,0.7035
Jefferson County,0.5008,0.734,0.2485,0.391,0.4954
Johnson County,0.6904,0.4165,0.2733,0.8925,0.6882
Knox County,0.3793,0.1871,0.5094,0.5215,0.3738
Lake County,0.9539,0.3818,0.7146,0.9933,0.9345
Lauderdale County,0.9294,0.8505,0.7951,0.826,0.9246
Lawrence County,0.8616,0.875,0.1985,0.4454,0.7391
Lewis County,0.8393,0.2612,0.2062,0.335,0.5288
Lincoln County,0.4321,0.5167,0.42,0.2354,0.3726
Loudon County,0.2447,0.3646,0.3961,0.0894,0.1715
McMinn County,0.6115,0.6112,0.377,0.5062,0.5705
McNairy County,0.7073,0.2008,0.3166,0.1129,0.3404
Macon County,0.7404,0.6752,0.2781,0.3035,0.5686
Madison County,0.8708,0.8568,0.8365,0.783,0.8969
Marion County,0.7044,0.5087,0.2536,0.2692,0.4951
Marshall County,0.5422,0.4438,0.4416,0.1155,0.3513
Maury County,0.2708,0.2969,0.5581,0.1486,0.2214
Meigs County,0.7776,0.216,0.2733,0.3369,0.4881
Monroe County,0.8266,0.854,0.3535,0.4957,0.7569
Montgomery County,0.5183,0.7801,0.7706,0.3793,0.5997
Moore County,0.5151,0.1884,0.1928,0.1072,0.2262
Morgan County,0.8727,0.1483,0.2692,0.6192,0.6122
Obion County,0.658,0.7878,0.5269,0.3118,0.6064
Overton County,0.5011,0.3064,0.0337,0.1479,0.252
Perry County,0.8715,0.2227,0.2536,0.1553,0.4677
Pickett County,0.5864,0.2421,0.0455,0.2765,0.3283
Polk County,0.7534,0.1836,0.265,0.497,0.5157
Putnam County,0.7108,0.2564,0.3748,0.5743,0.5536
Rhea County,0.7671,0.8721,0.3535,0.4734,0.7238
Roane County,0.405,0.2189,0.2399,0.4098,0.3083
Robertson County,0.3834,0.4591,0.504,0.1075,0.279
Rutherford County,0.363,0.5657,0.699,0.3003,0.4267
Scott County,0.9685,0.9077,0.0073,0.2141,0.7388
Sequatchie County,0.6732,0.7903,0.1928,0.1759,0.504
Sevier County,0.5902,0.6831,0.342,0.4817,0.566
Shelby County,0.8976,0.7827,0.944,0.6297,0.8708
Smith County,0.4718,0.5542,0.2692,0.3258,0.4146
Stewart County,0.3592,0.539,0.2854,0.4324,0.3885
Sullivan County,0.6761,0.4283,0.1861,0.364,0.4839
Sumner County,0.3032,0.4136,0.5094,0.2396,0.2927
Tipton County,0.4963,0.7121,0.615,0.0948,0.4158
Trousdale County,0.4734,0.0073,0.4973,0.3917,0.2157
Unicoi County,0.6939,0.5689,0.2364,0.3834,0.5371
Union County,0.6338,0.3952,0.0474,0.2199,0.3783
Van Buren County,0.7359,0.3462,0.0474,0.8183,0.623
Warren County,0.7117,0.9529,0.4518,0.5819,0.7805
Washington County,0.6067,0.2895,0.3697,0.7868,0.5857
Wayne County,0.7576,0.4375,0.3248,0.9195,0.7474
Weakley County,0.6376,0.4833,0.4165,0.6484,0.608
White County,0.874,0.3112,0.1696,0.2195,0.5154
Williamson County,0.0032,0.1352,0.4779,0.0382,0.0165
Wilson County,0.139,0.4696,0.4932,0.1381,0.175
Anderson County,0.7862,0.5428,0.8129,0.9943,0.896
Andrews County,0.7254,0.608,0.9259,0.3853,0.6834
Angelina County,0.9386,0.9876,0.7916,0.9656,0.9917
Aransas County,0.7849,0.3952,0.714,0.7865,0.7614
Archer County,0.3843,0.7531,0.3748,0.035,0.2657
Armstrong County,0.0643,0.56,0.3802,0.0458,0.0865
Atascosa County,0.8279,0.8349,0.9551,0.6707,0.8664
Austin County,0.5991,0.8877,0.7821,0.4547,0.7133
Bailey County,0.4712,0.9138,0.966,0.7792,0.7843
Bandera County,0.5838,0.6519,0.6198,0.44,0.5899
Bastrop County,0.7276,0.5517,0.8791,0.6872,0.7566
Baylor County,0.5358,0.5313,0.525,0.2647,0.462
Bee County,0.9507,0.4098,0.9599,0.9329,0.9166
Bell County,0.8871,0.8861,0.9033,0.881,0.937
Bexar County,0.8995,0.8635,0.972,0.7712,0.9192
Blanco County,0.3999,0.2593,0.615,0.0694,0.2339
Borden County,0.0006,0.1311,0.4932,0.1193,0.0267
Bosque County,0.4919,0.7964,0.5994,0.4356,0.5794
Bowie County,0.7413,0.7114,0.7585,0.9768,0.8766
Brazoria County,0.4588,0.5966,0.9007,0.7245,0.6519
Brazos County,0.8368,0.1464,0.8377,0.9392,0.804
Brewster County,0.5352,0.4168,0.8603,0.7359,0.6478
Briscoe County,0.8587,0.8072,0.8101,0.008,0.5479
Brooks County,0.9014,0.8377,0.9965,0.7687,0.9163
Brown County,0.742,0.9631,0.6701,0.943,0.9135
Burleson County,0.4034,0.5399,0.7436,0.4664,0.5049
Burnet County,0.4986,0.6911,0.6437,0.5046,0.5819
Caldwell County,0.7299,0.7442,0.9364,0.9745,0.8956
Calhoun County,0.3605,0.9675,0.9163,0.6007,0.72
Callahan County,0.4155,0.5444,0.4699,0.0929,0.2956
Cameron County,0.9895,0.9163,0.9962,0.8317,0.9844
Camp County,0.9163,0.9927,0.8492,0.4458,0.917
Carson County,0.0888,0.2151,0.4636,0.0945,0.083
Cass County,0.8396,0.9663,0.6045,0.5644,0.8619
Castro County,0.7315,0.7716,0.9583,0.5476,0.7801
Chambers County,0.5663,0.5148,0.7391,0.1938,0.4798
Cherokee County,0.9306,0.9259,0.7941,0.9551,0.9717
Childress County,0.9408,0.5759,0.867,0.1451,0.7178
Clay County,0.161,0.602,0.363,0.1044,0.1772
Cochran County,0.9135,0.8928,0.9481,0.8005,0.938
Coke County,0.6885,0.9287,0.6268,0.1715,0.6379
Coleman County,0.692,0.9055,0.5994,0.2154,0.6449
Collin County,0.2393,0.3598,0.8543,0.2358,0.2997
Collingsworth County,0.6793,0.9984,0.7725,0.4913,0.8498
Colorado County,0.6214,0.6586,0.8352,0.7951,0.7639
Comal County,0.2374,0.37,0.7276,0.2189,0.2749
Comanche County,0.7642,0.8772,0.7038,0.301,0.7267
Concho County,0.3936,0.9857,0.8403,0.6182,0.7534
Cooke County,0.5453,0.8486,0.6287,0.6214,0.6946
Coryell County,0.7757,0.7528,0.819,0.7626,0.833
Cottle County,0.6828,0.9294,0.7843,0.1864,0.6732
Crane County,0.4747,0.4012,0.9625,0.916,0.7092
Crockett County,0.3745,0.7305,0.9141,0.0913,0.4098
Crosby County,0.8438,0.9997,0.9303,0.6048,0.9504
Culberson County,0.826,0.7986,0.9917,0.5527,0.8393
Dallam County,0.6637,0.2568,0.8842,0.5313,0.6039
Dallas County,0.9271,0.7184,0.9685,0.7171,0.8925
Dawson County,0.9981,0.9338,0.9551,0.7709,0.9876
Deaf Smith County,0.6615,0.8206,0.9793,0.3885,0.7245
Delta County,0.5985,0.4101,0.5597,0.0818,0.3665
Denton County,0.3051,0.3684,0.825,0.3357,0.3796
DeWitt County,0.7887,0.5418,0.8508,0.9096,0.8441
Dickens County,0.8431,0.9446,0.7938,0.1508,0.7588
Dimmit County,0.9812,0.9971,0.994,0.9631,0.9994
Donley County,0.4957,0.0608,0.5711,0.4006,0.3353
Duval County,0.8925,0.9841,0.9936,0.9045,0.9768
Eastland County,0.7467,0.9131,0.5679,0.8797,0.8616
Ector County,0.9364,0.7906,0.9618,0.8645,0.9421
Edwards County,0.8492,0.8008,0.8756,0.1079,0.6844
Ellis County,0.4801,0.755,0.8171,0.3522,0.5695
El Paso County,0.9898,0.9182,0.992,0.8145,0.9825
Erath County,0.9061,0.1454,0.6316,0.9198,0.7996
Falls County,0.9803,0.5132,0.8734,0.992,0.972
Fannin County,0.7047,0.3519,0.5759,0.6713,0.643
Fayette County,0.3471,0.5883,0.6685,0.6185,0.5234
Fisher County,0.328,0.9644,0.7735,0.0433,0.4248
Floyd County,0.7865,0.9895,0.9405,0.1024,0.7722
Foard County,0.9335,0.4257,0.6936,0.0951,0.6071
Fort Bend County,0.3824,0.5431,0.959,0.2393,0.4515
Franklin County,0.3863,0.7999,0.5797,0.0964,0.3821
Freestone County,0.6297,0.9418,0.7321,0.6917,0.8088
Frio County,0.832,0.8498,0.9876,0.9965,0.9698
Gaines County,0.5985,0.7836,0.8403,0.4429,0.6745
Galveston County,0.7028,0.6172,0.8304,0.6551,0.7378
Garza County,0.8447,0.2456,0.9185,0.4925,0.6984
Gillespie County,0.5472,0.6379,0.636,0.6513,0.6392
Glasscock County,0.2536,0.5625,0.7366,0.1187,0.2784
Goliad County,0.5033,0.574,0.8066,0.3198,0.5243
Gonzales County,0.6567,0.978,0.9195,0.8956,0.9087
Gray County,0.9268,0.8346,0.7684,0.5593,0.8645
Grayson County,0.5905,0.7989,0.6249,0.588,0.6888
Gregg County,0.7677,0.8444,0.8212,0.8565,0.8731
Grimes County,0.8377,0.7786,0.8008,0.7836,0.8676
Guadalupe County,0.3939,0.643,0.8797,0.4031,0.5256
Hale County,0.9176,0.8921,0.9532,0.7744,0.9332
Hall County,0.8527,0.9943,0.8438,0.2969,0.8689
Hamilton County,0.6029,0.9637,0.4763,0.314,0.6634
Hansford County,0.6036,0.3859,0.8781,0.1839,0.4836
Hardeman County,0.3952,0.874,0.735,0.0668,0.4222
Hardin County,0.5285,0.9017,0.4537,0.5256,0.6465
Harris County,0.965,0.7458,0.9672,0.7089,0.9201
Harrison County,0.7983,0.9602,0.7646,0.8008,0.9036
Hartley County,0.4458,0.1346,0.7843,0.6163,0.4683
Haskell County,0.8829,0.8896,0.741,0.3563,0.812
Hays County,0.7089,0.1804,0.8673,0.7432,0.6723
Hemphill County,0.3818,0.9033,0.7668,0.3182,0.5577
Henderson County,0.8361,0.6542,0.5953,0.8186,0.8291
Hidalgo County,0.999,0.8855,0.9975,0.7515,0.9841
Hill County,0.7292,0.945,0.6806,0.7779,0.8562
Hockley County,0.8365,0.9494,0.8941,0.8311,0.93
Hood County,0.5243,0.4244,0.4871,0.559,0.525
Hopkins County,0.7811,0.7296,0.6449,0.5488,0.7525
Houston County,0.9195,0.8699,0.7836,0.9672,0.9625
Howard County,0.777,0.7684,0.8877,0.9224,0.8816
Hudspeth County,0.985,0.8603,0.9863,0.9835,0.9943
Hunt County,0.825,0.7038,0.6828,0.9322,0.8746
Hutchinson County,0.4416,0.6421,0.6872,0.0452,0.3245
Irion County,0.4047,0.2838,0.6389,0.1549,0.2962
Jack County,0.9491,0.7191,0.5927,0.9691,0.9418
Jackson County,0.7385,0.8333,0.8059,0.664,0.8094
Jasper County,0.8979,0.6271,0.6223,0.9074,0.8737
Jeff Davis County,0.5046,0.4725,0.5558,0.3602,0.4738
Jefferson County,0.9313,0.924,0.9259,0.929,0.9723
Jim Hogg County,0.8991,0.1941,0.9933,0.2294,0.6427
Jim Wells County,0.9415,0.9822,0.9847,0.5431,0.9491
Johnson County,0.5511,0.6083,0.6911,0.6083,0.6284
Jones County,0.7722,0.2265,0.8075,0.3633,0.5829
Karnes County,0.8155,0.6042,0.9491,0.9978,0.9367
Kaufman County,0.7076,0.7006,0.8225,0.4629,0.7089
Kendall County,0.2809,0.4152,0.6624,0.321,0.3411
Kenedy County,0.6449,0.9917,1,0.0426,0.6678
Kent County,0.1486,0.7531,0.4779,0.146,0.2393
Kerr County,0.6322,0.5733,0.7105,0.8393,0.7442
Kimble County,0.531,0.566,0.6532,0.2714,0.4948
King County,0.6764,0.8056,0.7464,0.0092,0.4438
Kinney County,0.4855,0.9313,0.9427,0.2364,0.6265
Kleberg County,0.9936,0.8221,0.9819,0.9704,0.9924
Knox County,0.65,0.9205,0.8171,0.189,0.6564
Lamar County,0.7856,0.9752,0.6373,0.601,0.8536
Lamb County,0.6818,0.9885,0.9332,0.3888,0.8221
Lampasas County,0.6774,0.8094,0.6599,0.3474,0.658
La Salle County,0.9631,0.6557,0.9952,0.7356,0.9128
Lavaca County,0.4184,0.8298,0.6449,0.4823,0.5752
Lee County,0.6398,0.7677,0.7598,0.7983,0.7856
Leon County,0.6233,0.9758,0.6102,0.2673,0.6974
Liberty County,0.9758,0.8053,0.8139,0.9564,0.9739
Limestone County,0.8196,0.9714,0.8199,0.7152,0.9065
Lipscomb County,0.6472,0.9835,0.7922,0.3388,0.7703
Live Oak County,0.7665,0.7267,0.8686,0.9809,0.9039
Llano County,0.6984,0.7731,0.4445,0.3452,0.6192
Loving County,0,0.9866,0.0579,0.9828,0.4356
Lubbock County,0.8177,0.5005,0.8632,0.8613,0.8422
Lynn County,0.8317,0.9459,0.8686,0.0442,0.6898
McCulloch County,0.9154,0.8909,0.7607,0.2049,0.7897
McLennan County,0.8521,0.7951,0.8346,0.8333,0.8861
McMullen County,0.6933,0.9952,0.9236,0.2689,0.8104
Madison County,0.714,0.6914,0.8501,0.9987,0.9131
Marion County,0.7821,0.7983,0.6599,0.4088,0.7315
Martin County,0.6618,0.6437,0.9045,0.2199,0.5966
Mason County,0.3007,0.9115,0.5352,0.0146,0.2724
Matagorda County,0.9723,0.9825,0.9122,0.7308,0.9758
Maverick County,0.9971,0.9023,0.9997,0.8549,0.9901
Medina County,0.4018,0.8562,0.9141,0.8209,0.741
Menard County,0.9733,0.8629,0.7693,0.3322,0.8606
Midland County,0.5867,0.6787,0.9077,0.7318,0.7397
Milam County,0.755,0.8648,0.7706,0.5714,0.798
Mills County,0.3283,0.9364,0.6618,0.1616,0.4693
Mitchell County,0.5504,0.4206,0.8915,0.8218,0.6958
Montague County,0.6484,0.8953,0.434,0.2211,0.5959
Montgomery County,0.4451,0.4254,0.7579,0.5358,0.5212
Moore County,0.805,0.8358,0.9586,0.8011,0.882
Morris County,0.6872,0.9376,0.749,0.5033,0.7792
Motley County,0.3236,0.5889,0.5616,0.0067,0.1721
Nacogdoches County,0.972,0.9106,0.797,0.9984,0.9952
Navarro County,0.9628,0.9685,0.8565,0.8587,0.979
Newton County,0.9574,0.4092,0.6128,0.7843,0.8463
Nolan County,0.9255,0.9981,0.8571,0.8212,0.9815
Nueces County,0.9332,0.7801,0.9666,0.8492,0.9351
Ochiltree County,0.6863,0.9434,0.9163,0.5765,0.8244
Oldham County,0.4496,0.1374,0.7146,0.4184,0.392
Orange County,0.594,0.8037,0.5476,0.6099,0.6853
Palo Pinto County,0.9106,0.7515,0.6309,0.4738,0.8015
Panola County,0.6456,0.8501,0.6389,0.5845,0.7331
Parker County,0.321,0.2284,0.5119,0.258,0.2638
Parmer County,0.6437,0.7833,0.9513,0.2797,0.6596
Pecos County,0.7474,0.6653,0.9771,0.9885,0.9049
Polk County,0.9262,0.8858,0.6532,0.8412,0.9208
Potter County,0.9485,0.8788,0.9052,0.9936,0.9889
Presidio County,1,0.9669,0.9825,0.7219,0.9933
Rains County,0.3318,0.9185,0.4636,0.2615,0.4706
Randall County,0.2154,0.3751,0.6936,0.4839,0.3519
