FID,sky,tree,road,grass,person,earth,wall,fence,building,plant,car,signboard,awning,streetlight,sidewalk,ashcan,water,mountain,van,bicycle,bridge,railing,column,chair,minibike,fountain,sculpture,pier,booth,ceiling,lake,windowpane,skyscraper,lamp,sofa,bulletin board,desk,glass
zzy-222@63r-b9k-ffz_180_21222,0.449272,0.044143,0.324641,0.10064,0.0,0.005952,0.0,0.004878,0.021516,0.021907,0.007966,0.0,0.0,0.0,0.011448,0.00054,0.0,0.0,0.0,0.0,0.000325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63r-b9k-ffz_270_21222,0.404021,0.012151,0.262661,0.099797,0.0,0.0,0.000964,0.000891,0.070085,0.006755,0.0,0.0,0.0,0.0,0.069841,0.0,0.0,0.0,0.0,0.0,0.0,0.004878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63r-b9k-ffz_90_21222,0.452678,0.020833,0.002854,0.366626,0.0,0.000103,0.004114,0.042456,0.015618,0.0,0.0,0.007329,0.0,0.0022,0.0172,0.0,0.004177,1.2e-05,0.0,0.0,0.0,0.0,0.002021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63r-bpj-vvf_0_21161,0.295186,0.213386,0.06093,0.335227,0.0,0.037122,0.0,0.002061,0.0,0.0,0.038074,6.8e-05,0.0,0.0,0.0,0.0,0.011423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63r-bpj-vvf_180_21161,0.372363,0.142925,0.255796,0.140713,0.0,0.052524,0.0,0.0,0.0,0.0,0.035657,1.2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63r-bpj-vvf_270_21161,0.289812,0.242502,0.178523,0.163911,0.000945,0.05603,0.0,0.000762,0.0,0.0,0.067515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63r-bpj-vvf_90_21161,0.276877,0.223909,0.325391,0.113198,0.0,0.00907,0.0,0.0,0.0,0.0,0.039978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63r-bt4-zfz_0_21207,0.158965,0.361687,0.236907,0.062791,0.0,0.045466,0.00145,0.0,0.004434,0.0,0.126331,0.000154,0.0,0.000164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63r-bt4-zfz_180_21207,0.441733,0.024836,8.3e-05,0.24155,0.0,0.0,0.0,0.026946,0.00446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63r-bt4-zfz_270_21207,0.420745,0.102104,0.002266,0.18623,0.0,0.000754,0.000391,0.00175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63r-bt4-zfz_90_21207,0.157642,0.336418,0.149106,0.021255,0.0,0.182722,0.000706,0.003455,0.0,0.0,0.099875,0.0,0.0,0.0,2.2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63r-hn7-87q_0_23440,0.497173,0.003354,0.454954,0.041646,0.0,0.0,0.0,0.0,0.001077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63r-hn7-87q_180_23440,0.509053,0.001882,0.446904,0.038555,0.0,0.0,5e-06,0.0,0.002942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63r-hn7-87q_270_23440,0.500559,0.0,0.413506,0.085935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63r-hn7-87q_90_23440,0.489739,0.008081,0.411958,0.081655,0.0,0.000237,0.0,0.004631,0.003699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63r-hn7-8jv_0_23440,0.44667,0.002664,0.000388,0.15677,0.214456,0.052712,0.001477,0.008625,0.035786,0.0,0.002961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63r-hn7-8jv_180_23440,0.074209,0.0,0.0,0.0,0.0,5e-06,0.262671,0.0,0.568508,0.0,0.000718,0.0,0.000347,0.0,0.057683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63r-hn7-8jv_270_23440,0.441689,0.001309,0.0,0.151682,0.066831,0.079597,0.009302,0.078696,0.019304,0.007214,0.0,0.002175,0.0,8.3e-05,0.000171,0.0,0.02175,0.001182,0.0,0.0,0.003362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63r-hn7-8jv_90_23440,0.307756,0.0,0.0,0.003306,0.063762,0.15615,0.063884,0.175144,0.205337,0.0,0.004048,0.0,0.0,4.4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63r-nw9-pgk_0_22642,0.35022,0.134675,0.39553,0.084102,0.0,0.0,0.0,0.009998,0.011636,0.004641,0.001543,0.001653,0.0,0.000208,0.000552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63r-nw9-pgk_180_22642,0.06511,0.536362,0.346326,0.010056,0.0,0.008496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63r-nw9-pgk_270_22642,0.239736,0.29197,0.403276,0.063408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63r-nw9-pgk_90_22642,0.279697,0.253721,0.395894,0.053396,0.0,0.000247,0.0,0.012563,0.004346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63r-qdr-gp9_0_20187,0.328882,0.158772,0.0,0.326211,0.0,0.0,0.0,0.0,0.010757,0.001746,0.000518,0.0,0.0,0.001921,0.017327,0.00041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63r-qdr-gp9_180_20187,0.449602,0.07637,0.233528,0.184644,0.0,0.054683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63r-qdr-gp9_270_20187,0.45113,0.081902,0.237952,0.228794,0.0,0.0,0.0,0.000198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63r-qdr-gp9_90_20187,0.379097,0.05835,0.07219,0.423838,0.0,0.0,0.0,0.0,0.049246,0.0,0.000457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63r-rts-4n5_0_22740,0.032493,0.498022,0.303293,0.165613,0.0,0.000288,0.0,0.0,0.0,0.0,0.000291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63r-rts-4n5_180_22740,0.176157,0.425422,0.271443,0.12324,0.0,0.002776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63r-rts-4n5_270_22740,0.000432,0.608328,0.0,0.281479,0.0,0.097737,0.0,0.0,0.0,0.012024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63r-rts-4n5_90_22740,0.162988,0.407139,0.24446,0.184087,0.0,0.0,0.0,0.0,0.0,0.0,0.001189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63r-t9g-xqz_0_21777,0.000718,0.597014,0.257034,0.002229,0.0,0.068149,0.0,0.0,0.0,0.017461,0.057139,0.000203,0.0,0.0,5.4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63r-t9g-xqz_180_21777,0.406697,0.131897,0.364563,0.019165,0.00749,0.0,0.0,0.0,0.0,0.0,0.070188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63r-t9g-xqz_270_21777,0.244492,0.280869,0.399795,0.060061,0.0,0.0,0.0,0.0,0.0,0.0,0.001514,0.002151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63r-t9g-xqz_90_21777,0.159146,0.385762,0.384785,0.003064,0.0,0.0,0.0,0.0,0.0,0.000134,0.048701,0.0,0.0,0.0,0.000566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63r-v7t-6c5_0_22030,0.045879,0.0,0.160867,0.0,0.0,0.0,0.0,0.0,0.531265,0.0,0.0,0.0,0.0,0.0,0.086985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63r-v7t-6c5_180_22030,0.253206,0.167617,0.065974,7.3e-05,2.7e-05,0.0,0.0,0.000315,0.120601,0.000112,0.039783,7.8e-05,0.001375,0.0,0.349824,0.001016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63r-v7t-6c5_270_22030,0.227112,0.038594,0.380183,0.0,0.0,0.0,0.0,0.0,0.29071,0.00031,0.003982,0.000352,0.0,0.000496,0.058262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63r-v7t-6c5_90_22030,0.286113,0.124827,0.087136,0.0,0.000444,0.0,0.006013,0.0,0.11011,0.008237,0.003689,0.004023,0.0,0.0,0.365588,0.003606,0.0,0.0,0.0,0.0,0.0,0.0,0.000212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63r-v9w-pgk_0_20190,0.407815,0.074553,0.383982,0.038235,0.0,0.0,0.0,1.7e-05,0.040557,0.014714,0.012495,0.001145,0.0,0.0,0.026165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63r-v9w-pgk_180_20190,0.050989,0.219727,0.166428,0.248262,0.00084,0.0,0.0,0.0,0.294124,0.012214,0.0,0.0,0.0,0.0,0.007417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63r-v9w-pgk_270_20190,0.331389,0.086677,0.353191,0.089512,0.0,0.0,0.00021,0.000493,0.125786,0.000745,0.004775,0.000471,0.0,0.000144,0.006606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63r-v9w-pgk_90_20190,0.332595,0.098691,0.426414,0.055637,0.001323,0.0,0.000681,0.000293,0.079055,0.0,0.003811,0.000479,0.0,0.0,0.001021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63s-33j-zzz_0_23047,0.213401,0.27498,0.132188,0.072385,0.0,0.130642,0.035496,0.038005,0.015308,0.0,0.0,8.5e-05,0.0,0.000178,0.014246,0.0,0.0,0.0,0.0,0.0,0.001248,0.061162,0.000183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63s-33j-zzz_180_23047,0.119087,0.437952,0.189646,0.001196,0.0,0.082034,0.094595,0.018721,0.033101,0.021011,0.0,0.0,0.0,0.0,0.002659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63s-33j-zzz_270_23047,0.064817,0.410176,0.007332,0.111724,0.00543,0.140615,0.052876,0.036492,0.008569,0.0,0.0,0.0,0.0,0.0,0.02762,0.0,0.0,0.0,0.0,0.0,0.002212,0.107917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63s-33j-zzz_90_23047,0.101711,0.354568,0.030273,1.5e-05,0.00301,0.126802,0.024648,0.00907,0.005715,0.220725,0.001296,0.0,0.000151,0.000347,0.057395,0.001091,0.0,0.0,0.001089,0.0,0.0,0.0,0.0,0.001897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63s-b3b-nwk_0_17602,0.000134,0.0,0.0,0.0,0.042644,0.024028,0.440598,4.4e-05,0.116914,0.061257,0.0,0.006365,0.0,0.0,9e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.047024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01834,0.0,0.01252,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63s-b3b-nwk_180_17602,0.424036,0.033933,0.100476,0.00155,0.089324,0.0,0.0,0.06385,0.024021,0.037288,0.040615,0.002344,0.0,0.0,0.163376,0.003308,0.0,0.0,0.0,0.008862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63s-b3b-nwk_270_17602,0.22033,0.047664,0.018296,0.000977,5.1e-05,0.016277,0.061692,0.100796,0.244114,0.124631,0.003118,0.003713,0.0,0.0,0.000676,0.0,0.062805,0.0,0.0,0.0,0.0,0.032209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63s-b3b-nwk_90_17602,0.353831,0.016172,0.01312,0.0,0.088157,0.104885,0.012944,0.054934,0.10323,0.065977,0.024175,0.000647,0.0,0.0,0.0,0.0,0.11793,0.0,0.0,0.0,0.0,0.024895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63s-cfr-m49_0_19468,0.350847,0.135969,0.289075,0.028892,0.0,0.157261,0.0,0.0,0.024875,0.0,0.0,0.00084,0.0,0.0,0.0,0.00011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63s-cfr-m49_180_19468,0.37803,0.103083,0.221201,0.010337,0.0,0.079753,0.0,0.002239,0.026003,0.0,0.080601,0.003083,0.0,0.000342,0.025029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63s-cfr-m49_270_19468,0.46009,0.039395,0.395579,0.014031,0.000139,0.0,0.0,0.0,0.028203,4.6e-05,0.009045,6.3e-05,0.0,0.00269,0.050085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63s-cfr-m49_90_19468,0.322107,0.094316,0.330903,0.049287,0.0,0.011023,2e-06,0.001758,0.054941,0.002866,0.087976,0.008667,0.0,0.001316,0.022546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63s-hvr-wkz_0_08204,0.329653,0.203176,0.396365,0.044065,0.0,0.014919,0.0,0.000911,0.0,0.0,0.0,2e-06,0.0,0.0,0.0,0.0,0.004375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63s-hvr-wkz_180_08204,0.423943,0.089084,0.368774,0.002476,0.0,0.029102,0.0,0.000281,0.026614,0.057878,0.0,0.001135,0.0,0.000137,0.000576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63s-hvr-wkz_270_08204,0.434099,0.01752,0.276108,0.002646,0.0,0.114993,0.0,0.0,0.000684,0.05917,0.0,0.001938,0.0,0.000923,0.001658,0.0,0.0,0.001548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63s-hvr-wkz_90_08204,0.42314,0.060134,0.268616,0.0,0.0,0.187632,1.5e-05,0.0,0.036838,0.0,0.000505,0.000723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63s-n62-gx5_0_08230,0.265881,0.275151,0.402881,0.010269,0.0,0.045796,7e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63s-n62-gx5_180_08230,0.238774,0.287188,0.201548,0.003149,0.0,0.25655,0.0,0.0,0.006675,0.00196,0.002607,2.4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63s-n62-gx5_270_08230,0.067876,0.509871,0.136653,0.075183,0.0,0.089998,0.0,0.0,0.005962,0.002781,0.000369,0.000352,0.0,7.6e-05,0.071555,0.0,0.0,0.008325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63s-n62-gx5_90_08230,0.298333,0.216772,0.389834,0.0,0.0,0.081672,0.0,0.001191,0.008105,0.0,0.0,6.8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63s-n86-hqz_0_08319,0.317939,0.212346,0.401172,0.028179,0.0,0.035747,0.0,0.0,0.001836,0.0,0.0,0.000569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63s-n86-hqz_180_08319,0.21479,0.314626,0.370427,0.013928,0.0,0.08199,0.0,0.000669,0.000613,0.0,0.00053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63s-n86-hqz_270_08319,0.100515,0.405774,0.346145,0.050701,0.0,0.043928,0.0,0.0,0.002161,0.003296,0.000513,0.0,0.0,0.0,0.000276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63s-n86-hqz_90_08319,0.286753,0.251814,0.176157,0.017002,0.0,0.26825,0.0,2.4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63s-njy-zpv_0_08204,0.0,0.593838,0.000281,0.001345,0.0,0.25896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63s-njy-zpv_180_08204,0.023862,0.466233,0.0,0.0,0.0,0.439143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.070757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63s-njy-zpv_270_08204,0.074993,0.496426,0.325813,1.5e-05,0.0,0.102754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63s-njy-zpv_90_08204,0.090459,0.456648,0.33271,0.0,0.0,0.119553,0.0,0.00063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63s-pwk-jgk_0_08260,0.434771,0.01239,0.393091,9.5e-05,0.0,0.004216,0.0,0.0,0.063013,0.005706,0.068396,0.0,0.0,0.002273,0.011238,0.0,0.0,0.0,0.001062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63s-pwk-jgk_180_08260,0.366472,0.135242,0.374324,0.062646,0.0,0.0,0.0,0.0,0.018494,0.001394,0.006985,0.002371,0.0,0.000549,0.031504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63s-pwk-jgk_270_08260,0.394868,0.062207,0.424111,0.021335,0.0,0.0,0.003245,0.00123,0.055967,0.0,0.026299,0.0,0.0,0.001252,0.009485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@63s-pwk-jgk_90_08260,0.455771,0.005293,0.396946,0.008806,0.0,0.001235,0.0,0.0,0.041438,0.008892,0.033479,0.000471,0.0,0.005339,0.032056,0.0,0.0,0.0,0.002766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
