FID,sky,tree,road,grass,person,earth,wall,fence,building,plant,car,signboard,awning,streetlight,sidewalk,ashcan,water,mountain,van,bicycle,bridge,railing,column,chair,minibike,fountain,sculpture,pier,booth,ceiling,lake,windowpane,skyscraper,lamp,sofa,bulletin board,desk,glass
zzy-222@62k-k4c-7kf_0_02879,0.048198,0.506907,0.117349,0.020767,0.0,0.262825,0.0,0.0,0.0,0.018203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62k-k4c-7kf_180_02879,0.099641,0.583567,0.076218,0.199961,0.0,0.0,0.0,0.000647,0.0,0.01686,0.0,0.0,0.0,0.000112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62k-k4c-7kf_270_02879,0.212942,0.40363,0.236111,0.142876,0.0,0.002471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62k-k4c-7kf_90_02879,0.224082,0.353374,0.329541,0.027729,0.0,0.059629,0.0,0.0,0.0,0.000906,0.0,0.00458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62k-m2k-xwk_0_06071,0.10322,0.510393,0.212961,0.0955,0.0,0.0,0.0,0.0,0.0,0.077925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62k-m2k-xwk_180_06071,0.134829,0.430015,0.333303,0.008135,0.0,0.088735,0.0,0.0,0.0,0.004983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62k-m2k-xwk_270_06071,0.002644,0.678689,0.277144,0.004492,0.0,0.010552,0.0,0.0,0.0,0.026172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62k-m2k-xwk_90_06071,0.012319,0.635701,0.113015,0.139407,0.0,0.0,0.0,0.0,0.0,0.099558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62k-mhx-pgk_0_01057,0.20094,0.428879,0.343984,0.0,0.0,0.006238,0.0,0.019688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62k-mhx-pgk_180_01057,0.104851,0.482458,0.335283,0.005312,0.0,0.014104,0.0,0.027444,0.0,5e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015066,0.010605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62k-mhx-pgk_270_01057,0.023542,0.62968,0.0,0.0,0.0,0.306931,0.0,0.028579,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62k-mhx-pgk_90_01057,0.016907,0.727849,0.001233,0.000681,0.0,0.149512,0.0,0.060779,0.0,0.041909,0.0,0.0,0.0,0.0,0.0,0.0,0.001096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62k-nyx-gtv_0_02038,0.088918,0.451235,0.200405,0.0002,0.00032,0.254929,0.0,0.0,0.000129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001414,3.4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62k-nyx-gtv_180_02038,0.327036,0.1979,0.39334,0.04967,0.0,0.01436,0.0,0.0,0.010444,0.000693,0.005955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62k-nyx-gtv_270_02038,0.0,0.621199,0.075342,0.000894,0.0,0.278325,0.001592,0.0,0.0,0.005918,0.0,0.0,0.0,0.0,0.0,0.0,0.004246,0.012485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62k-nyx-gtv_90_02038,0.298672,0.205813,0.329563,0.075662,0.0,0.040994,0.0,0.0,0.038513,0.002449,0.008125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62k-pwg-5s5_0_02748,0.407471,0.047979,0.232668,0.221958,0.0,0.0,0.0,0.001848,0.077693,0.003394,0.000273,2e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62k-pwg-5s5_180_02748,0.187524,0.3648,0.339302,0.091282,0.0,0.0,0.0,0.0,0.000771,0.0,0.000488,0.0,0.0,0.0,0.002444,0.000598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62k-pwg-5s5_270_02748,0.371621,0.123164,0.355049,0.096145,0.0,0.0,0.0,0.0,0.004158,0.009055,0.0,0.0,0.0,7.6e-05,0.000266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62k-pwg-5s5_90_02748,0.397051,0.051711,0.282122,0.188948,0.0,0.0,0.000432,0.0,0.01146,0.005703,8.3e-05,0.000242,0.0,4.2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62k-r28-52k_0_01590,0.266399,0.216785,0.38144,0.000845,0.0,0.038528,0.0,0.009458,0.078687,0.0,0.0,0.000115,0.0,0.0,0.0,0.0,0.0,0.0,0.002854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62k-r28-52k_180_01590,0.233936,0.269905,0.113948,0.189272,0.0,0.000488,0.0,9.8e-05,0.020825,0.004863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62k-r28-52k_270_01590,0.094653,0.404919,0.284458,0.001765,0.0,0.181067,0.000732,0.000266,0.030518,0.0,0.0,0.001621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62k-r28-52k_90_01590,0.396497,0.111448,0.33252,0.113884,0.0,0.0,0.000591,0.006985,0.022222,0.0,0.013159,0.0,0.0,0.000762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62k-r7g-s5z_0_01749,0.322317,0.176394,0.205959,0.075671,0.0,0.146052,0.0,0.000681,0.00584,0.000149,0.011658,0.0,0.0,0.0,0.0,0.0,0.005259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62k-r7g-s5z_180_01749,0.328132,0.154651,0.184966,0.030667,0.0,0.2372,0.014124,0.000457,0.035317,0.00907,0.0,0.0,0.0,0.0,5.9e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62k-r7g-s5z_270_01749,0.065161,0.462898,0.02408,0.126084,0.0,0.231636,0.0,0.001572,0.055957,0.000286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62k-r7g-s5z_90_01749,0.022764,0.42561,0.007197,0.0,0.000964,0.432629,0.01115,0.0,0.074348,0.0,0.0,0.0,0.0,0.0,0.000239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62k-vrs-dgk_0_04106,0.056497,0.576736,0.0,0.108625,0.0,0.153247,0.0,0.011729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62k-vrs-dgk_180_04106,0.212559,0.300505,0.029438,0.0,0.0,0.420273,0.015349,0.004395,0.010271,0.0,0.001199,0.0,0.0,3.2e-05,0.003127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62k-vrs-dgk_270_04106,0.344272,0.203989,0.20595,0.016672,0.0,0.07741,0.000808,0.007947,0.007427,0.001404,0.0,0.0,0.0,0.000156,0.029895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62k-vrs-dgk_90_04106,0.271509,0.253074,0.294314,0.022834,0.0,0.12425,0.0,0.0,0.003616,0.000833,0.0,0.0,0.0,0.002383,0.022876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62k-vyn-9cq_0_04087,0.346001,0.218787,0.260435,0.028608,0.0,0.000425,0.0,0.0,0.002151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62k-vyn-9cq_180_04087,0.107725,0.584314,0.202925,0.005354,0.0,0.042732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62k-vyn-9cq_270_04087,0.19698,0.360862,0.341575,0.034536,0.0,0.033416,0.0,0.0,0.001956,0.010964,0.0,0.0,0.0,1.2e-05,7e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62k-vyn-9cq_90_04087,0.046936,0.643098,0.047109,0.0,0.0,0.167144,0.0,0.0,0.0,0.053899,0.0,0.0,0.0,0.0,0.001047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62k-wbs-wrk_0_04029,0.31812,0.253748,0.19146,0.149873,0.0,0.074077,0.0,0.000813,0.001226,0.006628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62k-wbs-wrk_180_04029,0.084094,0.441951,0.281348,0.179846,0.0,0.01124,0.0,0.0,0.0,0.000957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62k-wbs-wrk_270_04029,0.081357,0.473538,0.055896,0.021223,0.0,7.3e-05,0.0,0.0,0.0,0.253848,0.0,0.0,0.0,0.0,0.0,0.0,0.000662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62k-wbs-wrk_90_04029,0.394243,0.133936,0.04575,0.114861,0.0,0.279331,0.0,0.0,0.0,0.0,0.010449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62k-x3f-kzz_0_04064,0.427314,0.007109,0.096965,0.0,0.001553,0.273203,0.000278,0.045286,0.060801,0.0,0.034019,0.001064,0.0,6.6e-05,0.038838,0.0,0.0,3.2e-05,0.0,0.0,0.0,4.4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62k-x3f-kzz_180_04064,0.465491,0.003669,0.0,0.0,0.000249,0.014385,0.0,0.134783,0.04782,0.0,0.001265,0.0,0.001565,0.000137,0.00011,0.0,0.0,0.0,0.0,0.0,0.000193,4.6e-05,0.0,6.1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62k-x3f-kzz_270_04064,0.437583,0.014385,0.161265,0.0,0.0,0.07645,6.8e-05,0.09304,0.066069,0.001072,0.000525,0.0,0.0,0.0,0.144231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62k-x3f-kzz_90_04064,0.452595,0.00325,0.42041,0.0,0.0,0.00021,0.0,0.002229,0.099023,0.0,0.019739,0.0,0.0,0.000645,0.0,0.000278,0.0,0.00022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62k-zkm-yqf_0_04011,0.425596,0.086921,0.043667,0.150864,0.000239,0.272195,0.0,0.01375,0.002451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62k-zkm-yqf_180_04011,0.020847,0.572476,0.194365,0.13043,3.9e-05,0.002266,0.0,0.0,0.0,0.003113,0.0,0.000508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62k-zkm-yqf_270_04011,0.060671,0.492051,0.325146,0.117722,0.0,0.0,0.0,0.003445,0.000964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62k-zkm-yqf_90_04011,0.331487,0.177578,0.399944,0.053333,0.0,0.000217,0.0,0.005237,0.026025,0.000422,0.004521,0.001235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62k-zmd-p5f_0_04011,0.048718,0.545295,0.35947,0.0,0.0,0.046516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62k-zmd-p5f_180_04011,0.378206,0.116423,0.199866,0.230923,0.0,0.041001,0.000645,0.0,0.0,0.000906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62k-zmd-p5f_270_04011,0.173616,0.46719,0.278354,0.0,0.0,0.079377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62k-zmd-p5f_90_04011,0.219961,0.185996,0.053152,0.40938,0.0,0.0,0.0,0.0,0.015437,0.004282,0.007993,7e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62m-275-k9f_0_04240,0.315168,0.150225,0.394468,0.017581,0.0,0.0,0.0,0.000425,0.068276,0.000457,0.050271,0.0,0.0,2e-05,0.001348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62m-275-k9f_180_04240,0.370325,0.046643,0.159741,0.105024,0.0,0.0,0.0,0.0,0.064048,0.004888,0.160715,0.0,0.0,4.6e-05,0.0,0.0,0.0,7.3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62m-275-k9f_270_04240,0.30387,0.107217,0.368601,0.020457,0.0,0.0,0.0,0.0,0.125994,0.000198,0.073059,0.0,0.0,0.0,0.000605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62m-275-k9f_90_04240,0.27769,0.179509,0.357188,0.121582,0.0,0.010955,0.0,0.0,0.045325,0.0,0.001111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62m-cfc-gp9_0_03249,0.297407,0.054773,0.146921,0.00801,0.0,0.017856,0.0,0.0,0.253892,0.0,0.001052,0.0,0.0,0.0,0.210059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62m-cfc-gp9_180_03249,0.431216,0.037224,0.417498,0.024612,0.000325,0.000933,0.0,0.000115,0.069297,0.003066,0.009016,0.001121,0.0,0.001125,0.002786,0.0,0.0,0.001667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62m-cfc-gp9_270_03249,0.265405,0.0,0.299924,0.0,0.0,0.000151,0.0,0.0,0.222297,0.0,0.0,0.005544,0.0,0.0,0.018501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62m-cfc-gp9_90_03249,0.430955,0.112136,0.282295,0.023191,0.0,0.0,0.0,0.0,0.0,0.0,0.069299,0.0,0.0,0.0,0.080122,0.0,0.0,0.002002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62m-fmm-wzf_0_03755,0.14739,0.542925,0.241431,0.068254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62m-fmm-wzf_180_03755,0.085591,0.388132,0.0,0.037283,0.0,0.310225,0.0,0.0,0.0,0.170154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62m-fmm-wzf_270_03755,0.014478,0.55269,0.313845,0.118545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62m-fmm-wzf_90_03755,0.216462,0.313206,0.198169,0.097097,0.0,0.099885,0.0,0.0,0.0,0.030303,0.0,0.00053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62m-jbx-pqf_0_03810,0.201711,0.315833,0.350061,0.00071,0.0,0.102039,0.0,0.0,0.010049,0.0,0.019597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62m-jbx-pqf_180_03810,0.171638,0.308049,0.0,0.0,0.0,0.459233,0.0,0.0,0.053796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62m-jbx-pqf_270_03810,0.006277,0.491472,0.057507,0.008049,0.0,0.368733,0.0,0.000149,0.046306,0.0,0.021238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62m-jbx-pqf_90_03810,0.258293,0.259832,0.0,0.0,0.0,0.431594,0.0,0.0,0.050281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62m-k5s-7dv_0_03580,0.170349,0.389395,0.356194,0.060684,0.0,0.0,0.0,0.009043,0.0,0.001191,0.000164,0.010776,0.0,0.0,0.0,0.0,0.0,0.002163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62m-k5s-7dv_180_03580,0.29748,0.200098,0.390342,0.051125,0.0,0.0,0.0,0.0,0.020081,0.023459,0.005667,0.000249,0.0,0.0,0.0,0.0,0.0,0.001558,0.009128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62m-k5s-7dv_270_03580,0.225691,0.373291,0.064268,0.217651,0.0,0.000115,0.000212,0.0,0.0,0.004744,0.0,0.0,0.0,0.0,0.082522,0.0,0.0,0.000671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62m-k5s-7dv_90_03580,0.169858,0.357988,0.396514,0.033711,0.0,0.000886,0.0,6.1e-05,0.0,0.011301,0.018235,0.005493,0.0,0.0,0.0,0.0,0.0,0.005952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62m-knc-mkz_0_03595,0.190015,0.309724,0.087625,0.344431,0.0,0.000566,0.0,0.049153,0.0,0.007483,0.0,0.011003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62m-knc-mkz_180_03595,0.195903,0.37075,0.0,0.116907,0.0,0.0,0.0,0.000215,0.0,0.000771,0.0,0.013616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62m-knc-mkz_270_03595,0.025962,0.574456,0.252971,0.127302,0.0,0.0,0.0,0.0,0.0,0.00573,0.0,0.012998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzy-222@62m-knc-mkz_90_03595,0.288374,0.198945,0.392021,0.047563,0.0,0.047944,0.0,0.025151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
